season,lg,type,number_tm,position,player,player_id,age,pts_won,pts_max,share,x1st_tm,x2nd_tm,x3rd_tm
2005.0,NBA,all_nba,2nd,F,LeBron James,jamesle01,20.0,421.0,620.0,0.679,45.0,NA,NA
2005.0,NBA,all_nba,2nd,G,Dwyane Wade,wadedw01,23.0,417.0,620.0,0.673,35.0,NA,NA
2005.0,NBA,all_nba,2nd,F,Kevin Garnett,garneke01,28.0,408.0,620.0,0.658,34.0,NA,NA
2005.0,NBA,all_nba,2nd,C,Amar'e Stoudemire,stoudam01,22.0,367.0,620.0,0.592,9.0,NA,NA
2005.0,NBA,all_nba,2nd,G,Ray Allen,allenra02,29.0,177.0,620.0,0.285,1.0,NA,NA
2005.0,NBA,all_nba,3rd,F,Tracy McGrady,mcgratr01,25.0,264.0,620.0,0.426,15.0,NA,NA
2005.0,NBA,all_nba,3rd,F,Shawn Marion,mariosh01,26.0,134.0,620.0,0.216,0.0,NA,NA
2005.0,NBA,all_nba,3rd,G,Kobe Bryant,bryanko01,26.0,108.0,620.0,0.174,1.0,NA,NA
2005.0,NBA,all_nba,3rd,C,Ben Wallace,wallabe01,30.0,105.0,620.0,0.169,0.0,NA,NA
2005.0,NBA,all_nba,3rd,G,Gilbert Arenas,arenagi01,23.0,104.0,620.0,0.168,1.0,NA,NA
2005.0,NBA,all_nba,ORV,C,Yao Ming,mingya01,24.0,82.0,620.0,0.132,0.0,NA,NA
2005.0,NBA,all_nba,ORV,F,Vince Carter,cartevi01,28.0,63.0,620.0,0.102,0.0,NA,NA
2005.0,NBA,all_nba,ORV,G,Jason Kidd,kiddja01,31.0,16.0,620.0,0.026,0.0,NA,NA
2005.0,NBA,all_nba,ORV,F,Paul Pierce,piercpa01,27.0,15.0,620.0,0.024,0.0,NA,NA
2005.0,NBA,all_nba,ORV,C,Marcus Camby,cambyma01,30.0,14.0,620.0,0.023,0.0,NA,NA
2005.0,NBA,all_nba,ORV,F,Rashard Lewis,lewisra02,25.0,13.0,620.0,0.021,0.0,NA,NA
2005.0,NBA,all_nba,ORV,G,Manu Ginóbili,ginobma01,27.0,12.0,620.0,0.019,0.0,NA,NA
2005.0,NBA,all_nba,ORV,C,Zydrunas Ilgauskas,ilgauzy01,29.0,11.0,620.0,0.018,0.0,NA,NA
2005.0,NBA,all_nba,ORV,C,Jermaine O'Neal,onealje01,26.0,8.0,620.0,0.013,0.0,NA,NA
2005.0,NBA,all_nba,ORV,G,Tony Parker,parketo01,22.0,7.0,620.0,0.011,0.0,NA,NA
2005.0,NBA,all_nba,ORV,G,Mike Bibby,bibbymi01,26.0,6.0,620.0,0.01,0.0,NA,NA
2005.0,NBA,all_nba,ORV,F,Elton Brand,brandel01,25.0,6.0,620.0,0.01,0.0,NA,NA
2005.0,NBA,all_nba,ORV,F,Grant Hill,hillgr01,32.0,6.0,620.0,0.01,0.0,NA,NA
2005.0,NBA,all_nba,ORV,F,Carmelo Anthony,anthoca01,20.0,5.0,620.0,0.008,0.0,NA,NA
2005.0,NBA,all_nba,ORV,F,Antawn Jamison,jamisan01,28.0,5.0,620.0,0.008,0.0,NA,NA
2005.0,NBA,all_nba,ORV,G,Richard Hamilton,hamilri01,26.0,3.0,620.0,0.005,0.0,NA,NA
2005.0,NBA,all_nba,ORV,F,Tayshaun Prince,princta01,24.0,3.0,620.0,0.005,0.0,NA,NA
2005.0,NBA,all_nba,ORV,G,Chauncey Billups,billuch01,28.0,2.0,620.0,0.003,0.0,0.0,2.0
2005.0,NBA,all_nba,ORV,F,Chris Bosh,boshch01,20.0,2.0,620.0,0.003,0.0,0.0,2.0
2005.0,NBA,all_nba,ORV,G,Stephon Marbury,marbust01,27.0,2.0,620.0,0.003,0.0,0.0,2.0
2005.0,NBA,all_nba,ORV,G,Reggie Miller,millere01,39.0,2.0,620.0,0.003,0.0,0.0,2.0
2005.0,NBA,all_nba,ORV,G,Michael Redd,reddmi01,25.0,2.0,620.0,0.003,0.0,0.0,2.0
2005.0,NBA,all_nba,ORV,G,Larry Hughes,hughela01,26.0,1.0,620.0,0.002,0.0,0.0,1.0
2005.0,NBA,all_nba,ORV,G,Corey Maggette,maggeco01,25.0,1.0,620.0,0.002,0.0,0.0,1.0
2005.0,NBA,all_nba,ORV,F,Kenyon Martin,martike01,27.0,1.0,620.0,0.002,0.0,0.0,1.0
2005.0,NBA,all_nba,ORV,C,Brad Miller,millebr01,28.0,1.0,620.0,0.002,0.0,0.0,1.0
2005.0,NBA,all_nba,ORV,F,Peja Stojaković,stojape01,27.0,1.0,620.0,0.002,0.0,0.0,1.0
2004.0,NBA,all_nba,1st,F,Kevin Garnett,garneke01,27.0,615.0,615.0,1.0,123.0,0.0,0.0
2004.0,NBA,all_nba,1st,F,Tim Duncan,duncati01,27.0,597.0,615.0,0.971,114.0,NA,NA
2004.0,NBA,all_nba,1st,G,Kobe Bryant,bryanko01,25.0,582.0,615.0,0.946,111.0,NA,NA
2004.0,NBA,all_nba,1st,C,Shaquille O'Neal,onealsh01,31.0,556.0,615.0,0.904,95.0,NA,NA
2004.0,NBA,all_nba,1st,G,Jason Kidd,kiddja01,30.0,421.0,615.0,0.685,55.0,NA,NA
2004.0,NBA,all_nba,2nd,C,Jermaine O'Neal,onealje01,25.0,423.0,615.0,0.688,31.0,NA,NA
2004.0,NBA,all_nba,2nd,F,Peja Stojaković,stojape01,26.0,378.0,615.0,0.615,14.0,NA,NA
2004.0,NBA,all_nba,2nd,G,Sam Cassell,cassesa01,34.0,322.0,615.0,0.524,34.0,NA,NA
2004.0,NBA,all_nba,2nd,G,Tracy McGrady,mcgratr01,24.0,274.0,615.0,0.446,16.0,NA,NA
2004.0,NBA,all_nba,2nd,C,Ben Wallace,wallabe01,29.0,195.0,615.0,0.317,2.0,NA,NA
2004.0,NBA,all_nba,3rd,C,Yao Ming,mingya01,23.0,189.0,615.0,0.307,0.0,NA,NA
2004.0,NBA,all_nba,3rd,G,Baron Davis,davisba01,24.0,176.0,615.0,0.286,10.0,NA,NA
2004.0,NBA,all_nba,3rd,F,Dirk Nowitzki,nowitdi01,25.0,145.0,615.0,0.236,0.0,NA,NA
2004.0,NBA,all_nba,3rd,G,Michael Redd,reddmi01,24.0,95.0,615.0,0.154,4.0,NA,NA
2004.0,NBA,all_nba,3rd,F,Metta World Peace,artesro01,24.0,90.0,615.0,0.146,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Steve Nash,nashst01,29.0,75.0,615.0,0.122,3.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Paul Pierce,piercpa01,26.0,68.0,615.0,0.111,0.0,NA,NA
2004.0,NBA,all_nba,ORV,F,LeBron James,jamesle01,19.0,48.0,615.0,0.078,1.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Andrei Kirilenko,kirilan01,22.0,48.0,615.0,0.078,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Stephon Marbury,marbust01,26.0,44.0,615.0,0.072,0.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Lamar Odom,odomla01,24.0,20.0,615.0,0.033,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Mike Bibby,bibbymi01,25.0,18.0,615.0,0.029,1.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Zach Randolph,randoza01,22.0,18.0,615.0,0.029,0.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Vince Carter,cartevi01,27.0,16.0,615.0,0.026,0.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Carmelo Anthony,anthoca01,19.0,14.0,615.0,0.023,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Chauncey Billups,billuch01,27.0,12.0,615.0,0.02,0.0,NA,NA
2004.0,NBA,all_nba,ORV,C,Brad Miller,millebr01,27.0,12.0,615.0,0.02,0.0,NA,NA
2004.0,NBA,all_nba,ORV,C,Jamaal Magloire,magloja01,25.0,9.0,615.0,0.015,0.0,NA,NA
2004.0,NBA,all_nba,ORV,C,Pau Gasol,gasolpa01,23.0,8.0,615.0,0.013,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Allen Iverson,iversal01,28.0,8.0,615.0,0.013,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Ray Allen,allenra02,28.0,6.0,615.0,0.01,0.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Elton Brand,brandel01,24.0,5.0,615.0,0.008,0.0,NA,NA
2004.0,NBA,all_nba,ORV,C,Erick Dampier,dampier01,28.0,4.0,615.0,0.007,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Michael Finley,finlemi01,30.0,4.0,615.0,0.007,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Manu Ginóbili,ginobma01,26.0,4.0,615.0,0.007,0.0,NA,NA
2004.0,NBA,all_nba,ORV,C,Zydrunas Ilgauskas,ilgauzy01,28.0,4.0,615.0,0.007,0.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Amar'e Stoudemire,stoudam01,21.0,4.0,615.0,0.007,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Jason Williams,willija02,28.0,4.0,615.0,0.007,0.0,NA,NA
2004.0,NBA,all_nba,ORV,G,Richard Hamilton,hamilri01,25.0,3.0,615.0,0.005,0.0,NA,NA
2004.0,NBA,all_nba,ORV,F,Shawn Marion,mariosh01,25.0,2.0,615.0,0.003,0.0,0.0,2.0
2004.0,NBA,all_nba,ORV,G,Tony Parker,parketo01,21.0,2.0,615.0,0.003,0.0,0.0,2.0
2004.0,NBA,all_nba,ORV,F,Rasheed Wallace,wallara01,29.0,2.0,615.0,0.003,0.0,0.0,2.0
2004.0,NBA,all_nba,ORV,F,Carlos Boozer,boozeca01,22.0,1.0,615.0,0.002,0.0,0.0,1.0
2004.0,NBA,all_nba,ORV,G,Steve Francis,francst01,26.0,1.0,615.0,0.002,0.0,0.0,1.0
2004.0,NBA,all_nba,ORV,G,Corey Maggette,maggeco01,24.0,1.0,615.0,0.002,0.0,0.0,1.0
2004.0,NBA,all_nba,ORV,F,Kenyon Martin,martike01,26.0,1.0,615.0,0.002,0.0,0.0,1.0
2004.0,NBA,all_nba,ORV,C,Theo Ratliff,ratlith01,30.0,1.0,615.0,0.002,0.0,0.0,1.0
2003.0,NBA,all_nba,1st,F,Tim Duncan,duncati01,26.0,603.0,610.0,0.989,120.0,NA,NA
2003.0,NBA,all_nba,1st,G,Kobe Bryant,bryanko01,24.0,599.0,610.0,0.982,118.0,NA,NA
2003.0,NBA,all_nba,1st,F,Kevin Garnett,garneke01,26.0,596.0,610.0,0.977,115.0,NA,NA
2003.0,NBA,all_nba,1st,C,Shaquille O'Neal,onealsh01,30.0,593.0,610.0,0.972,112.0,NA,NA
2003.0,NBA,all_nba,1st,G,Tracy McGrady,mcgratr01,23.0,578.0,610.0,0.948,107.0,NA,NA
2003.0,NBA,all_nba,2nd,F,Dirk Nowitzki,nowitdi01,24.0,360.0,610.0,0.59,5.0,NA,NA
2003.0,NBA,all_nba,2nd,G,Jason Kidd,kiddja01,29.0,355.0,610.0,0.582,16.0,NA,NA
2003.0,NBA,all_nba,2nd,G,Allen Iverson,iversal01,27.0,350.0,610.0,0.574,8.0,NA,NA
2003.0,NBA,all_nba,2nd,F,Chris Webber,webbech01,29.0,310.0,610.0,0.508,1.0,NA,NA
2003.0,NBA,all_nba,2nd,C,Ben Wallace,wallabe01,28.0,307.0,610.0,0.503,5.0,NA,NA
2003.0,NBA,all_nba,3rd,C,Jermaine O'Neal,onealje01,24.0,165.0,610.0,0.27,2.0,NA,NA
2003.0,NBA,all_nba,3rd,G,Stephon Marbury,marbust01,25.0,141.0,610.0,0.231,1.0,NA,NA
2003.0,NBA,all_nba,3rd,F,Paul Pierce,piercpa01,25.0,91.0,610.0,0.149,0.0,NA,NA
2003.0,NBA,all_nba,3rd,G,Steve Nash,nashst01,28.0,85.0,610.0,0.139,0.0,NA,NA
2003.0,NBA,all_nba,3rd,F,Jamal Mashburn,mashbja01,30.0,63.0,610.0,0.103,0.0,NA,NA
2003.0,NBA,all_nba,ORV,C,Yao Ming,mingya01,22.0,55.0,610.0,0.09,0.0,NA,NA
2003.0,NBA,all_nba,ORV,F,Karl Malone,malonka01,39.0,33.0,610.0,0.054,0.0,NA,NA
2003.0,NBA,all_nba,ORV,F,Shawn Marion,mariosh01,24.0,28.0,610.0,0.046,0.0,NA,NA
2003.0,NBA,all_nba,ORV,C,Zydrunas Ilgauskas,ilgauzy01,27.0,25.0,610.0,0.041,0.0,NA,NA
2003.0,NBA,all_nba,ORV,C,Vlade Divac,divacvl01,34.0,23.0,610.0,0.038,0.0,NA,NA
2003.0,NBA,all_nba,ORV,G,Steve Francis,francst01,25.0,18.0,610.0,0.03,0.0,NA,NA
2003.0,NBA,all_nba,ORV,G,Ray Allen,allenra02,27.0,15.0,610.0,0.025,0.0,NA,NA
2003.0,NBA,all_nba,ORV,G,Gary Payton,paytoga01,34.0,14.0,610.0,0.023,0.0,NA,NA
2003.0,NBA,all_nba,ORV,F,Rasheed Wallace,wallara01,28.0,14.0,610.0,0.023,0.0,NA,NA
2003.0,NBA,all_nba,ORV,G,Allan Houston,houstal01,31.0,10.0,610.0,0.016,0.0,NA,NA
2003.0,NBA,all_nba,ORV,C,Pau Gasol,gasolpa01,22.0,8.0,610.0,0.013,0.0,NA,NA
2003.0,NBA,all_nba,ORV,F,Brad Miller,millebr01,26.0,8.0,610.0,0.013,0.0,NA,NA
2003.0,NBA,all_nba,ORV,C,David Robinson,robinda01,37.0,8.0,610.0,0.013,0.0,NA,NA
2003.0,NBA,all_nba,ORV,F,Peja Stojaković,stojape01,25.0,8.0,610.0,0.013,0.0,NA,NA
2003.0,NBA,all_nba,ORV,G,Michael Jordan,jordami01,39.0,7.0,610.0,0.011,0.0,NA,NA
2003.0,NBA,all_nba,ORV,F,Elton Brand,brandel01,23.0,2.0,610.0,0.003,0.0,0.0,2.0
2003.0,NBA,all_nba,ORV,F,Brian Grant,grantbr01,30.0,2.0,610.0,0.003,0.0,0.0,2.0
2003.0,NBA,all_nba,ORV,F,Antawn Jamison,jamisan01,26.0,2.0,610.0,0.003,0.0,0.0,2.0
2003.0,NBA,all_nba,ORV,C,Theo Ratliff,ratlith01,29.0,2.0,610.0,0.003,0.0,0.0,2.0
2003.0,NBA,all_nba,ORV,F,Amar'e Stoudemire,stoudam01,20.0,2.0,610.0,0.003,0.0,0.0,2.0
2003.0,NBA,all_nba,ORV,F,Antoine Walker,walkean02,26.0,2.0,610.0,0.003,0.0,0.0,2.0
2003.0,NBA,all_nba,ORV,G,Mike Bibby,bibbymi01,24.0,1.0,610.0,0.002,0.0,0.0,1.0
2003.0,NBA,all_nba,ORV,G,Michael Finley,finlemi01,29.0,1.0,610.0,0.002,0.0,0.0,1.0
2003.0,NBA,all_nba,ORV,C,Jamaal Magloire,magloja01,24.0,1.0,610.0,0.002,0.0,0.0,1.0
2003.0,NBA,all_nba,ORV,G,Tony Parker,parketo01,20.0,1.0,610.0,0.002,0.0,0.0,1.0
2003.0,NBA,all_nba,ORV,F,Jalen Rose,roseja01,30.0,1.0,610.0,0.002,0.0,0.0,1.0
2003.0,NBA,all_nba,ORV,G,John Stockton,stockjo01,40.0,1.0,610.0,0.002,0.0,0.0,1.0
2003.0,NBA,all_nba,ORV,F,Wally Szczerbiak,szczewa02,25.0,1.0,610.0,0.002,0.0,0.0,1.0
2002.0,NBA,all_nba,1st,C,Shaquille O'Neal,onealsh01,29.0,626.0,630.0,0.994,125.0,0.0,1.0
2002.0,NBA,all_nba,1st,F,Tim Duncan,duncati01,25.0,626.0,630.0,0.994,124.0,NA,NA
2002.0,NBA,all_nba,1st,G,Jason Kidd,kiddja01,28.0,601.0,630.0,0.954,115.0,NA,NA
2002.0,NBA,all_nba,1st,F,Tracy McGrady,mcgratr01,22.0,513.0,630.0,0.814,80.0,NA,NA
2002.0,NBA,all_nba,1st,G,Kobe Bryant,bryanko01,23.0,507.0,630.0,0.805,72.0,NA,NA
2002.0,NBA,all_nba,2nd,F,Kevin Garnett,garneke01,25.0,391.0,630.0,0.621,31.0,NA,NA
2002.0,NBA,all_nba,2nd,F,Dirk Nowitzki,nowitdi01,23.0,358.0,630.0,0.568,22.0,NA,NA
2002.0,NBA,all_nba,2nd,F,Chris Webber,webbech01,28.0,339.0,630.0,0.538,21.0,NA,NA
2002.0,NBA,all_nba,2nd,G,Gary Payton,paytoga01,33.0,284.0,630.0,0.451,11.0,NA,NA
2002.0,NBA,all_nba,2nd,G,Allen Iverson,iversal01,26.0,272.0,630.0,0.432,12.0,NA,NA
2002.0,NBA,all_nba,3rd,F,Paul Pierce,piercpa01,24.0,230.0,630.0,0.365,9.0,NA,NA
2002.0,NBA,all_nba,3rd,C,Ben Wallace,wallabe01,27.0,195.0,630.0,0.31,3.0,NA,NA
2002.0,NBA,all_nba,3rd,C,Dikembe Mutombo,mutomdi01,35.0,105.0,630.0,0.167,0.0,NA,NA
2002.0,NBA,all_nba,3rd,G,Steve Nash,nashst01,27.0,96.0,630.0,0.152,1.0,NA,NA
2002.0,NBA,all_nba,3rd,C,Jermaine O'Neal,onealje01,23.0,78.0,630.0,0.124,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Peja Stojaković,stojape01,24.0,55.0,630.0,0.087,0.0,NA,NA
2002.0,NBA,all_nba,ORV,C,Vlade Divac,divacvl01,33.0,51.0,630.0,0.081,0.0,NA,NA
2002.0,NBA,all_nba,ORV,G,Jerry Stackhouse,stackje01,27.0,46.0,630.0,0.073,1.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Karl Malone,malonka01,38.0,41.0,630.0,0.065,1.0,NA,NA
2002.0,NBA,all_nba,ORV,G,Andre Miller,millean02,25.0,32.0,630.0,0.051,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Elton Brand,brandel01,22.0,29.0,630.0,0.046,1.0,NA,NA
2002.0,NBA,all_nba,ORV,G,Michael Jordan,jordami01,38.0,29.0,630.0,0.046,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Antoine Walker,walkean02,25.0,28.0,630.0,0.044,0.0,NA,NA
2002.0,NBA,all_nba,ORV,C,Alonzo Mourning,mournal01,31.0,25.0,630.0,0.04,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Baron Davis,davisba01,22.0,24.0,630.0,0.038,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Rasheed Wallace,wallara01,27.0,15.0,630.0,0.024,0.0,NA,NA
2002.0,NBA,all_nba,ORV,G,Ray Allen,allenra02,26.0,13.0,630.0,0.021,0.0,NA,NA
2002.0,NBA,all_nba,ORV,G,John Stockton,stockjo01,39.0,11.0,630.0,0.017,1.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Shareef Abdur-Rahim,abdursh01,25.0,5.0,630.0,0.008,0.0,NA,NA
2002.0,NBA,all_nba,ORV,G,Michael Finley,finlemi01,28.0,5.0,630.0,0.008,0.0,NA,NA
2002.0,NBA,all_nba,ORV,G,Steve Francis,francst01,24.0,5.0,630.0,0.008,0.0,NA,NA
2002.0,NBA,all_nba,ORV,G,Mike Bibby,bibbymi01,23.0,4.0,630.0,0.006,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Pau Gasol,gasolpa01,21.0,4.0,630.0,0.006,0.0,NA,NA
2002.0,NBA,all_nba,ORV,C,Raef LaFrentz,lafrera01,25.0,4.0,630.0,0.006,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Shawn Marion,mariosh01,23.0,4.0,630.0,0.006,0.0,NA,NA
2002.0,NBA,all_nba,ORV,C,David Robinson,robinda01,36.0,4.0,630.0,0.006,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Vince Carter,cartevi01,25.0,3.0,630.0,0.005,0.0,NA,NA
2002.0,NBA,all_nba,ORV,C,Antonio Davis,davisan01,33.0,3.0,630.0,0.005,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Clifford Robinson,robincl02,35.0,3.0,630.0,0.005,0.0,NA,NA
2002.0,NBA,all_nba,ORV,F,Rashard Lewis,lewisra02,22.0,2.0,630.0,0.003,0.0,0.0,2.0
2002.0,NBA,all_nba,ORV,C,Michael Olowokandi,olowomi01,26.0,2.0,630.0,0.003,0.0,0.0,2.0
2002.0,NBA,all_nba,ORV,C,Elden Campbell,campbel01,33.0,1.0,630.0,0.002,0.0,0.0,1.0
2002.0,NBA,all_nba,ORV,G,Sam Cassell,cassesa01,32.0,1.0,630.0,0.002,0.0,0.0,1.0
2002.0,NBA,all_nba,ORV,G,Reggie Miller,millere01,36.0,1.0,630.0,0.002,0.0,0.0,1.0
2002.0,NBA,all_nba,ORV,G,Cuttino Mobley,moblecu01,26.0,1.0,630.0,0.002,0.0,0.0,1.0
2002.0,NBA,all_nba,ORV,F,Wally Szczerbiak,szczewa02,24.0,1.0,630.0,0.002,0.0,0.0,1.0
2001.0,NBA,all_nba,1st,G,Allen Iverson,iversal01,25.0,612.0,620.0,0.987,120.0,NA,NA
2001.0,NBA,all_nba,1st,F,Tim Duncan,duncati01,24.0,608.0,620.0,0.981,115.0,NA,NA
2001.0,NBA,all_nba,1st,F,Chris Webber,webbech01,27.0,596.0,620.0,0.961,109.0,NA,NA
2001.0,NBA,all_nba,1st,C,Shaquille O'Neal,onealsh01,28.0,581.0,620.0,0.937,115.0,NA,NA
2001.0,NBA,all_nba,1st,G,Jason Kidd,kiddja01,27.0,423.0,620.0,0.682,54.0,NA,NA
2001.0,NBA,all_nba,2nd,F,Kevin Garnett,garneke01,24.0,424.0,620.0,0.684,25.0,NA,NA
2001.0,NBA,all_nba,2nd,G,Kobe Bryant,bryanko01,22.0,411.0,620.0,0.663,36.0,NA,NA
2001.0,NBA,all_nba,2nd,F,Tracy McGrady,mcgratr01,21.0,318.0,620.0,0.513,21.0,NA,NA
2001.0,NBA,all_nba,2nd,F,Vince Carter,cartevi01,24.0,287.0,620.0,0.463,11.0,NA,NA
2001.0,NBA,all_nba,2nd,C,Dikembe Mutombo,mutomdi01,34.0,238.0,620.0,0.384,0.0,NA,NA
2001.0,NBA,all_nba,3rd,F,Karl Malone,malonka01,37.0,197.0,620.0,0.318,0.0,NA,NA
2001.0,NBA,all_nba,3rd,C,David Robinson,robinda01,35.0,165.0,620.0,0.266,0.0,NA,NA
2001.0,NBA,all_nba,3rd,G,Gary Payton,paytoga01,32.0,117.0,620.0,0.189,1.0,NA,NA
2001.0,NBA,all_nba,3rd,G,Ray Allen,allenra02,25.0,105.0,620.0,0.169,3.0,NA,NA
2001.0,NBA,all_nba,3rd,F,Dirk Nowitzki,nowitdi01,22.0,56.0,620.0,0.09,0.0,NA,NA
2001.0,NBA,all_nba,ORV,G,Jerry Stackhouse,stackje01,26.0,54.0,620.0,0.087,3.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Rasheed Wallace,wallara01,26.0,51.0,620.0,0.082,0.0,NA,NA
2001.0,NBA,all_nba,ORV,G,Michael Finley,finlemi01,27.0,44.0,620.0,0.071,0.0,NA,NA
2001.0,NBA,all_nba,ORV,G,Stephon Marbury,marbust01,23.0,38.0,620.0,0.061,0.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Paul Pierce,piercpa01,23.0,38.0,620.0,0.061,0.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Antonio McDyess,mcdyean01,26.0,34.0,620.0,0.055,0.0,NA,NA
2001.0,NBA,all_nba,ORV,G,John Stockton,stockjo01,38.0,32.0,620.0,0.052,1.0,NA,NA
2001.0,NBA,all_nba,ORV,G,Steve Francis,francst01,23.0,29.0,620.0,0.047,1.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Glenn Robinson,robingl01,28.0,20.0,620.0,0.032,0.0,NA,NA
2001.0,NBA,all_nba,ORV,C,Antonio Davis,davisan01,32.0,17.0,620.0,0.027,0.0,NA,NA
2001.0,NBA,all_nba,ORV,C,Vlade Divac,divacvl01,32.0,17.0,620.0,0.027,0.0,NA,NA
2001.0,NBA,all_nba,ORV,C,Marcus Camby,cambyma01,26.0,11.0,620.0,0.018,0.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Anthony Mason,masonan01,34.0,6.0,620.0,0.01,0.0,NA,NA
2001.0,NBA,all_nba,ORV,C,Theo Ratliff,ratlith01,27.0,5.0,620.0,0.008,0.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Shawn Marion,mariosh01,22.0,4.0,620.0,0.006,0.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Jalen Rose,roseja01,28.0,4.0,620.0,0.006,0.0,NA,NA
2001.0,NBA,all_nba,ORV,G,Latrell Sprewell,sprewla01,30.0,4.0,620.0,0.006,0.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Shareef Abdur-Rahim,abdursh01,24.0,3.0,620.0,0.005,0.0,NA,NA
2001.0,NBA,all_nba,ORV,F,Brian Grant,grantbr01,28.0,3.0,620.0,0.005,0.0,NA,NA
2001.0,NBA,all_nba,ORV,G,Allan Houston,houstal01,29.0,3.0,620.0,0.005,0.0,NA,NA
2001.0,NBA,all_nba,ORV,G,Terrell Brandon,brandte01,30.0,2.0,620.0,0.003,0.0,0.0,2.0
2001.0,NBA,all_nba,ORV,G,Sam Cassell,cassesa01,31.0,2.0,620.0,0.003,0.0,0.0,2.0
2001.0,NBA,all_nba,ORV,C,Jermaine O'Neal,onealje01,22.0,2.0,620.0,0.003,0.0,0.0,2.0
2001.0,NBA,all_nba,ORV,C,Elden Campbell,campbel01,32.0,1.0,620.0,0.002,0.0,0.0,1.0
2001.0,NBA,all_nba,ORV,F,Antawn Jamison,jamisan01,24.0,1.0,620.0,0.002,0.0,0.0,1.0
2001.0,NBA,all_nba,ORV,F,Rashard Lewis,lewisra02,21.0,1.0,620.0,0.002,0.0,0.0,1.0
2001.0,NBA,all_nba,ORV,F,Peja Stojaković,stojape01,23.0,1.0,620.0,0.002,0.0,0.0,1.0
2001.0,NBA,all_nba,ORV,F,Antoine Walker,walkean02,24.0,1.0,620.0,0.002,0.0,0.0,1.0
2000.0,NBA,all_nba,1st,C,Shaquille O'Neal,onealsh01,27.0,605.0,605.0,1.0,121.0,0.0,0.0
2000.0,NBA,all_nba,1st,G,Gary Payton,paytoga01,31.0,541.0,605.0,0.894,95.0,NA,NA
2000.0,NBA,all_nba,1st,F,Kevin Garnett,garneke01,23.0,495.0,605.0,0.818,77.0,NA,NA
2000.0,NBA,all_nba,1st,F,Tim Duncan,duncati01,23.0,460.0,605.0,0.76,48.0,NA,NA
2000.0,NBA,all_nba,1st,G,Jason Kidd,kiddja01,26.0,445.0,605.0,0.736,48.0,NA,NA
2000.0,NBA,all_nba,2nd,G,Allen Iverson,iversal01,24.0,420.0,605.0,0.694,52.0,NA,NA
2000.0,NBA,all_nba,2nd,G,Kobe Bryant,bryanko01,21.0,411.0,605.0,0.679,45.0,NA,NA
2000.0,NBA,all_nba,2nd,F,Karl Malone,malonka01,36.0,409.0,605.0,0.676,51.0,NA,NA
2000.0,NBA,all_nba,2nd,C,Alonzo Mourning,mournal01,29.0,354.0,605.0,0.585,0.0,NA,NA
2000.0,NBA,all_nba,2nd,F,Grant Hill,hillgr01,27.0,342.0,605.0,0.565,32.0,NA,NA
2000.0,NBA,all_nba,3rd,F,Chris Webber,webbech01,26.0,254.0,605.0,0.42,8.0,NA,NA
2000.0,NBA,all_nba,3rd,F,Vince Carter,cartevi01,23.0,194.0,605.0,0.321,13.0,NA,NA
2000.0,NBA,all_nba,3rd,G,Eddie Jones,jonesed02,28.0,125.0,605.0,0.207,2.0,NA,NA
2000.0,NBA,all_nba,3rd,C,David Robinson,robinda01,34.0,91.0,605.0,0.15,0.0,NA,NA
