season,lg,player,player_id,age,team,pos,g,gs,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
1982.0,NBA,Reggie Theus,theusre01,24.0,CHI,SG,82.0,82.0,2838.0,16.2,0.542,0.084,0.376,4.8,7.5,6.2,25.8,1.5,0.3,16.6,24.6,3.8,1.5,5.3,0.09,1.2,-1.4,-0.2,1.2
1982.0,NBA,Isiah Thomas,thomais01,20.0,DET,PG,72.0,72.0,2433.0,14.5,0.487,0.055,0.402,2.5,7.1,4.7,32.6,2.8,0.4,19.2,25.0,-0.2,2.5,2.3,0.046,-0.3,-0.6,-0.8,0.7
1982.0,NBA,David Thompson,thompda01,27.0,DEN,SG,61.0,5.0,1246.0,17.6,0.571,0.022,0.526,5.0,7.6,6.4,12.5,1.2,1.2,15.2,28.5,2.1,0.0,2.0,0.079,1.0,-2.8,-1.8,0.1
1982.0,NBA,Mychal Thompson,thompmy01,27.0,POR,C,79.0,78.0,3129.0,19.2,0.548,0.0,0.342,9.3,23.4,16.4,14.6,1.1,1.9,14.0,22.9,4.5,3.6,8.2,0.125,2.3,0.0,2.3,3.4
1982.0,NBA,Ray Tolbert,tolbera01,23.0,2TM,PF,64.0,0.0,607.0,10.3,0.504,0.01,0.173,9.3,13.4,11.4,7.6,0.9,1.5,17.1,17.8,-0.1,0.9,0.7,0.058,-2.9,-0.1,-3.0,-0.2
1982.0,NBA,Ray Tolbert,tolbera01,23.0,NJN,PF,12.0,0.0,115.0,9.1,0.463,0.023,0.182,10.7,15.9,13.3,9.8,1.6,1.0,20.2,20.7,-0.1,0.2,0.0,0.012,-4.0,-0.1,-4.0,-0.1
1982.0,NBA,Ray Tolbert,tolbera01,23.0,SEA,PF,52.0,0.0,492.0,10.5,0.515,0.006,0.171,8.9,12.8,10.9,7.0,0.8,1.6,16.3,17.1,0.0,0.7,0.7,0.068,-2.6,-0.1,-2.8,-0.1
1982.0,NBA,Andrew Toney,toneyan01,24.0,PHI,SG,77.0,1.0,1909.0,17.2,0.572,0.06,0.313,2.7,5.1,4.0,23.1,1.6,0.5,16.1,29.0,2.3,1.7,4.0,0.1,0.7,-1.5,-0.7,0.6
1982.0,NBA,Raymond Townsend,townsra01,26.0,IND,SG,14.0,0.0,95.0,4.4,0.351,0.22,0.488,2.2,12.8,7.4,14.5,1.5,0.0,10.8,24.5,-0.3,0.1,-0.2,-0.078,-5.7,-0.6,-6.2,-0.2
1982.0,NBA,Kelly Tripucka,tripuke01,22.0,DET,SF,82.0,82.0,3077.0,16.4,0.57,0.017,0.485,7.6,8.2,7.9,12.7,1.3,0.3,15.3,23.3,5.4,2.1,7.5,0.117,1.5,-1.3,0.2,1.7
1982.0,NBA,Elston Turner,turneel01,22.0,DAL,SF,80.0,62.0,1996.0,10.7,0.472,0.006,0.216,7.9,9.4,8.6,13.2,1.8,0.1,14.2,16.8,0.3,1.0,1.4,0.033,-1.5,-0.8,-2.3,-0.2
1982.0,NBA,Terry Tyler,tylerte01,25.0,DET,PF,82.0,0.0,1989.0,16.9,0.56,0.006,0.299,8.2,19.3,13.6,8.7,1.8,4.4,14.3,16.7,2.5,3.0,5.5,0.133,0.9,2.1,2.9,2.5
1982.0,NBA,Darnell Valentine,valenda01,22.0,POR,PG,82.0,14.0,1387.0,13.1,0.486,0.02,0.442,3.9,8.1,6.0,24.9,3.2,0.1,19.0,19.8,0.3,1.4,1.7,0.059,-2.0,0.5,-1.6,0.2
1982.0,NBA,Jan van Breda Kolff,vanbrja01,30.0,NJN,SF,41.0,0.0,452.0,10.2,0.624,0.024,0.927,4.2,7.8,6.0,8.9,1.2,1.7,20.1,12.8,0.6,0.5,1.1,0.119,-1.8,1.0,-0.7,0.1
1982.0,NBA,Kiki Vandeweghe,vandeki01,23.0,DEN,PF,82.0,78.0,2775.0,18.9,0.612,0.01,0.321,5.9,11.7,8.9,11.9,0.8,0.5,11.6,22.3,7.8,-0.1,7.7,0.133,3.1,-2.5,0.6,1.8
1982.0,NBA,Pete Verhoeven,verhope01,22.0,POR,PF,71.0,22.0,1207.0,10.4,0.533,0.0,0.243,9.9,13.6,11.8,5.4,1.7,1.0,14.4,13.0,1.0,1.1,2.1,0.085,-2.4,0.0,-2.4,-0.1
1982.0,NBA,Jay Vincent,vinceja01,22.0,DAL,PF,81.0,62.0,2626.0,18.7,0.532,0.003,0.282,7.7,17.3,12.3,11.5,1.7,0.5,10.6,28.6,3.6,2.0,5.6,0.102,1.7,-1.2,0.5,1.6
1982.0,NBA,Danny Vranes,vraneda01,23.0,SEA,SF,77.0,1.0,1075.0,11.2,0.573,0.004,0.565,7.4,12.4,10.0,6.9,1.3,1.1,17.2,15.2,0.8,1.5,2.4,0.106,-2.1,0.5,-1.6,0.1
1982.0,NBA,Foots Walker,walkefo01,30.0,NJN,PG,77.0,54.0,1861.0,11.8,0.492,0.024,0.513,1.9,7.3,4.6,26.7,3.0,0.2,18.8,12.2,1.4,2.8,4.2,0.108,-1.6,2.0,0.4,1.1
1982.0,NBA,Wally Walker,walkewa01,27.0,SEA,SF,70.0,70.0,1965.0,11.4,0.504,0.003,0.213,6.2,10.5,8.4,15.2,0.9,0.8,13.9,16.9,1.1,2.4,3.5,0.087,-1.2,0.0,-1.1,0.4
1982.0,NBA,Kermit Washington,washike01,30.0,POR,PF,20.0,4.0,418.0,11.7,0.521,0.0,0.526,10.8,20.4,15.6,8.4,1.0,2.1,16.5,11.3,0.4,0.5,0.8,0.095,-1.1,0.5,-0.6,0.2
1982.0,NBA,Richard Washington,washiri01,26.0,CLE,PF,18.0,2.0,313.0,7.1,0.448,0.017,0.13,10.9,16.5,13.5,6.8,1.2,0.4,22.3,20.6,-0.6,0.1,-0.5,-0.072,-5.2,-1.9,-7.1,-0.5
1982.0,NBA,Marvin Webster,webstma01,29.0,NYK,C,82.0,32.0,1883.0,11.8,0.527,0.0,0.42,11.0,19.0,14.9,6.7,0.6,2.8,15.8,12.5,1.6,1.7,3.2,0.082,-1.1,-0.1,-1.2,0.4
1982.0,NBA,Scott Wedman,wedmasc01,29.0,CLE,SF,54.0,39.0,1638.0,12.5,0.47,0.039,0.153,8.3,12.9,10.5,11.6,2.2,0.5,10.4,17.7,0.8,0.9,1.6,0.048,-1.0,-0.2,-1.2,0.4
1982.0,NBA,Paul Westphal,westppa01,31.0,NYK,SG,18.0,12.0,451.0,13.3,0.489,0.041,0.242,2.2,3.4,2.8,31.8,2.0,1.0,18.0,23.9,0.0,0.3,0.3,0.032,-0.5,-1.2,-1.8,0.0
1982.0,NBA,Jerome Whitehead,whiteje01,25.0,SDC,C,72.0,63.0,2214.0,16.7,0.599,0.0,0.332,12.1,23.9,17.9,6.4,1.0,1.1,14.5,17.9,4.4,0.9,5.3,0.114,1.0,-1.6,-0.6,0.8
1982.0,NBA,Hawkeye Whitney,whitnha02,24.0,KCK,SG,23.0,4.0,266.0,5.4,0.364,0.014,0.099,5.3,11.7,8.4,8.8,2.1,0.2,15.9,13.5,-0.4,0.3,-0.1,-0.025,-4.5,0.2,-4.3,-0.2
1982.0,NBA,Michael Wiley,wileymi01,24.0,SDC,PF,61.0,1.0,1013.0,16.2,0.599,0.014,0.393,7.7,13.9,10.7,7.3,1.9,0.9,14.4,19.8,1.8,0.3,2.1,0.097,0.8,-0.9,-0.1,0.5
1982.0,NBA,Bob Wilkerson,wilkebo01,27.0,CLE,SF,65.0,38.0,1805.0,12.5,0.471,0.027,0.272,3.5,12.7,7.8,18.7,2.5,0.8,15.4,20.5,-0.5,1.1,0.7,0.018,-1.8,0.3,-1.5,0.2
1982.0,NBA,Jamaal Wilkes,wilkeja01,28.0,LAL,SF,82.0,82.0,2906.0,16.5,0.554,0.003,0.237,6.0,8.7,7.4,6.7,1.4,0.4,9.5,23.6,5.3,2.4,7.7,0.127,0.7,-1.5,-0.8,0.9
1982.0,NBA,James Wilkes,wilkeja02,23.0,CHI,SF,57.0,22.0,862.0,11.8,0.521,0.004,0.301,8.5,12.2,10.5,10.6,1.7,1.2,17.1,17.7,0.4,0.7,1.1,0.061,-1.6,0.0,-1.6,0.1
1982.0,NBA,Jeff Wilkins,wilkije01,26.0,UTA,C,82.0,62.0,2274.0,10.5,0.481,0.004,0.245,5.6,23.6,14.4,5.0,0.7,1.8,14.4,16.4,-0.5,1.5,1.0,0.021,-2.8,-1.2,-4.0,-1.2
1982.0,NBA,Buck Williams,willibu01,21.0,NJN,PF,82.0,82.0,2825.0,17.2,0.603,0.001,0.44,13.7,26.6,20.1,5.4,1.4,1.7,18.3,18.2,3.6,5.3,8.9,0.152,0.7,0.0,0.7,1.9
1982.0,NBA,Freeman Williams,willifr01,25.0,2TM,SG,60.0,10.0,997.0,15.4,0.517,0.151,0.266,2.7,4.7,3.7,14.3,1.4,0.0,13.3,33.2,0.4,0.0,0.4,0.02,0.1,-3.2,-3.2,-0.3
1982.0,NBA,Freeman Williams,willifr01,25.0,SDC,SG,37.0,10.0,808.0,16.4,0.531,0.144,0.273,3.0,4.4,3.7,13.6,1.3,0.0,13.4,33.4,0.6,-0.2,0.5,0.028,0.8,-3.7,-2.9,-0.2
1982.0,NBA,Freeman Williams,willifr01,25.0,ATL,SG,23.0,0.0,189.0,11.2,0.453,0.182,0.236,1.2,6.0,3.6,17.2,1.6,0.0,12.9,32.0,-0.2,0.2,-0.1,-0.018,-3.1,-1.4,-4.5,-0.1
1982.0,NBA,Gus Williams,willigu01,28.0,SEA,PG,80.0,80.0,2876.0,21.8,0.526,0.025,0.274,3.6,5.5,4.6,31.0,2.9,0.7,9.9,28.5,5.9,4.3,10.2,0.171,4.1,1.0,5.1,5.2
1982.0,NBA,Herb Williams,willihe01,23.0,IND,C,82.0,75.0,2277.0,16.1,0.503,0.008,0.22,8.2,20.9,14.4,9.2,1.1,4.5,12.8,19.7,0.8,3.8,4.6,0.097,-0.5,1.3,0.8,1.6
1982.0,NBA,Ray Williams,willira01,27.0,NJN,SG,82.0,69.0,2732.0,19.0,0.527,0.039,0.336,4.8,8.7,6.7,27.4,3.4,0.9,15.4,27.4,3.3,4.6,7.9,0.139,2.0,1.7,3.6,3.9
1982.0,NBA,Sam Williams,willisa02,22.0,GSW,PF,59.0,22.0,1073.0,14.8,0.565,0.0,0.321,9.1,22.4,15.7,4.6,2.0,4.0,16.8,14.3,0.9,1.7,2.6,0.116,-1.0,1.9,0.9,0.8
1982.0,NBA,Sly Williams,willisl01,24.0,NYK,SF,60.0,27.0,1521.0,18.6,0.59,0.014,0.275,7.4,9.7,8.5,14.2,2.4,0.6,13.9,22.2,2.9,1.3,4.2,0.133,2.3,0.2,2.6,1.7
1982.0,NBA,Bill Willoughby,willobi01,24.0,HOU,SF,69.0,42.0,1475.0,13.1,0.541,0.015,0.166,7.7,12.2,9.9,7.0,1.0,2.3,13.5,16.0,1.5,1.1,2.6,0.086,-0.4,0.0,-0.4,0.6
1982.0,NBA,Brian Winters,wintebr01,29.0,MIL,SG,61.0,13.0,1829.0,15.8,0.553,0.115,0.194,3.3,7.2,5.3,20.5,1.5,0.3,11.9,22.3,3.3,2.2,5.5,0.144,1.3,-0.3,1.0,1.4
1982.0,NBA,Garry Witts,wittsga01,22.0,WSB,SF,46.0,0.0,493.0,9.5,0.65,0.024,0.476,6.5,7.2,6.9,10.2,1.7,0.5,25.6,11.6,0.4,0.6,1.1,0.104,-2.6,1.6,-1.0,0.1
1982.0,NBA,Al Wood,woodal01,23.0,2TM,SG,48.0,5.0,930.0,13.2,0.524,0.063,0.312,6.3,10.7,8.4,9.1,1.6,0.6,14.1,22.5,0.5,0.4,0.9,0.046,-0.9,-1.5,-2.4,-0.1
1982.0,NBA,Al Wood,woodal01,23.0,ATL,SG,19.0,0.0,238.0,9.1,0.392,0.057,0.267,10.4,10.5,10.5,7.0,1.9,0.3,8.6,23.4,-0.2,0.3,0.0,0.009,-3.8,-1.0,-4.8,-0.2
1982.0,NBA,Al Wood,woodal01,23.0,SDC,SG,29.0,5.0,692.0,14.6,0.573,0.065,0.33,4.9,10.8,7.7,9.8,1.5,0.7,16.0,22.1,0.8,0.1,0.8,0.058,0.1,-1.6,-1.5,0.1
1982.0,NBA,Howard Wood,woodho01,22.0,UTA,SF,42.0,3.0,342.0,12.0,0.504,0.008,0.433,6.8,13.8,10.2,3.4,1.1,0.9,9.5,18.5,0.2,0.1,0.3,0.049,-1.8,-1.8,-3.6,-0.1
1982.0,NBA,Mike Woodson,woodsmi01,23.0,2TM,SG,83.0,74.0,2331.0,17.6,0.546,0.023,0.268,4.8,7.2,5.9,14.1,2.9,0.9,11.4,23.6,3.2,2.5,5.7,0.117,1.2,0.8,2.1,2.4
1982.0,NBA,Mike Woodson,woodsmi01,23.0,NJN,SG,7.0,0.0,145.0,15.1,0.506,0.015,0.471,3.9,6.3,5.1,16.3,2.2,0.8,9.9,25.1,0.2,0.2,0.4,0.123,-1.5,0.4,-1.0,0.1
1982.0,NBA,Mike Woodson,woodsmi01,23.0,KCK,SG,76.0,74.0,2186.0,17.8,0.549,0.024,0.254,4.8,7.2,6.0,14.0,2.9,0.9,11.5,23.5,3.0,2.3,5.3,0.116,1.4,0.9,2.3,2.3
1982.0,NBA,Orlando Woolridge,woolror01,22.0,CHI,SF,75.0,12.0,1188.0,13.4,0.565,0.008,0.523,8.2,13.3,10.8,10.1,0.9,1.1,18.1,20.9,1.0,0.8,1.8,0.073,-1.1,-0.9,-2.1,0.0
1982.0,NBA,Sam Worthen,worthsa01,24.0,UTA,PG,5.0,0.0,22.0,1.9,0.4,0.0,0.0,4.8,0.0,2.4,16.3,0.0,0.0,28.6,12.7,0.0,0.0,0.0,-0.096,-4.5,-0.5,-5.0,0.0
1982.0,NBA,Larry Wright,wrighla01,27.0,DET,PG,1.0,0.0,6.0,-17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,0.0,0.0,-0.349,-5.1,-0.2,-5.3,0.0
1982.0,NBA,Rich Yonakor,yonakri01,23.0,SAS,PF,10.0,0.0,70.0,20.4,0.567,0.0,0.269,19.9,21.4,20.7,5.8,0.7,1.6,6.4,17.7,0.2,0.1,0.3,0.201,-1.2,-0.6,-1.8,0.1
1981.0,NBA,Kareem Abdul-Jabbar,abdulka01,33.0,LAL,C,80.0,NA,2976.0,25.5,0.616,0.001,0.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,9.6,4.6,14.3,0.23,4.7,1.4,6.1,6.1
1981.0,NBA,Tom Abernethy,abernto01,26.0,2TM,SF,39.0,0.0,298.0,8.0,0.459,0.017,0.373,7.1,10.6,8.8,8.0,1.1,0.6,10.4,10.3,0.2,0.2,0.4,0.062,-2.2,-0.4,-2.6,0.0
1981.0,NBA,Tom Abernethy,abernto01,26.0,GSW,SF,10.0,NA,39.0,3.2,0.463,0.0,1.0,2.8,20.2,11.4,2.9,1.2,0.0,31.6,6.4,0.0,0.0,0.0,-0.004,-4.4,0.0,-4.4,0.0
1981.0,NBA,Tom Abernethy,abernto01,26.0,IND,SF,29.0,0.0,259.0,8.7,0.458,0.018,0.339,7.8,9.1,8.4,8.8,1.1,0.7,8.5,10.9,0.2,0.2,0.4,0.072,-1.9,-0.4,-2.4,0.0
1981.0,NBA,Alvan Adams,adamsal01,26.0,PHO,C,75.0,NA,2054.0,20.3,0.567,0.0,0.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,3.3,4.5,7.7,0.18,2.5,2.6,5.1,3.7
1981.0,NBA,Darrell Allums,allumda01,22.0,DAL,PF,22.0,NA,276.0,5.3,0.385,0.015,0.328,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,-0.5,0.2,-0.3,-0.054,-5.5,-0.1,-5.6,-0.3
1981.0,NBA,Tiny Archibald,architi01,32.0,BOS,PG,80.0,72.0,2820.0,14.3,0.582,0.012,0.547,1.5,5.4,3.6,28.5,1.3,0.4,21.8,17.5,4.6,2.3,6.9,0.118,0.9,-1.0,-0.1,1.4
1981.0,NBA,Dennis Awtrey,awtrede01,32.0,SEA,C,47.0,NA,607.0,6.7,0.501,0.0,0.215,6.1,13.3,9.8,11.5,0.9,0.7,24.5,9.0,0.0,0.6,0.6,0.047,-3.2,0.7,-2.5,-0.1
1981.0,NBA,James Bailey,baileja01,23.0,SEA,PF,82.0,NA,2539.0,14.5,0.546,0.002,0.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,1.4,3.6,4.9,0.094,-1.7,0.6,-1.1,0.6
1981.0,NBA,Greg Ballard,ballagr01,26.0,WSB,SF,82.0,NA,2610.0,16.7,0.5,0.027,0.165,6.7,16.8,11.7,10.9,2.1,0.8,8.4,21.4,2.8,4.1,6.9,0.127,0.8,1.4,2.2,2.8
1981.0,NBA,Mike Bantom,bantomi01,29.0,IND,SF,76.0,74.0,2375.0,14.5,0.528,0.007,0.319,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,1.8,2.5,4.4,0.088,-0.2,0.1,-0.1,1.2
1981.0,NBA,Billy Ray Bates,batesbi01,24.0,POR,SG,77.0,NA,1560.0,19.3,0.537,0.06,0.221,4.9,6.0,5.5,19.0,2.4,0.2,13.1,28.9,2.4,1.2,3.6,0.111,2.3,-0.9,1.3,1.3
1981.0,NBA,Mel Bennett,benneme01,26.0,UTA,PF,28.0,NA,313.0,10.7,0.549,0.033,1.35,12.2,21.7,17.0,6.3,0.5,2.0,24.5,17.4,0.1,0.2,0.3,0.045,-3.7,-1.2,-5.0,-0.3
1981.0,NBA,Kent Benson,bensoke01,26.0,DET,C,59.0,NA,1956.0,15.1,0.524,0.005,0.33,7.0,17.4,11.9,13.9,1.7,2.0,17.7,22.2,0.6,2.5,3.1,0.075,-0.3,0.4,0.1,1.0
1981.0,NBA,Henry Bibby,bibbyhe01,31.0,SDC,PG,73.0,NA,1112.0,10.6,0.48,0.31,0.32,2.5,5.4,3.9,23.2,2.0,0.1,17.9,15.6,0.5,0.5,1.0,0.043,-1.0,-0.9,-1.9,0.0
1981.0,NBA,Larry Bird,birdla01,24.0,BOS,PF,82.0,82.0,3239.0,19.9,0.528,0.049,0.218,7.0,23.8,15.7,20.4,2.4,1.1,14.9,24.3,4.7,6.1,10.8,0.16,2.5,1.8,4.3,5.2
1981.0,NBA,Otis Birdsong,birdsot01,25.0,KCK,SG,71.0,NA,2593.0,20.3,0.58,0.027,0.348,5.1,5.9,5.5,14.3,1.7,0.4,10.3,26.8,6.2,2.0,8.2,0.152,3.3,-0.8,2.4,2.9
1981.0,NBA,Norman Black,blackno01,23.0,DET,SG,3.0,NA,28.0,1.9,0.296,0.0,0.8,0.0,8.8,4.2,10.0,1.7,0.0,6.9,21.0,-0.1,0.0,-0.1,-0.133,-4.7,-0.3,-5.0,-0.1
1981.0,NBA,Ron Boone,boonero01,34.0,UTA,SG,52.0,NA,1146.0,9.0,0.492,0.105,0.253,1.7,6.6,4.2,19.9,1.4,0.4,21.2,19.7,-0.8,0.2,-0.6,-0.025,-3.2,-2.1,-5.2,-0.9
1981.0,NBA,Winford Boynes,boynewi01,23.0,DAL,SG,44.0,NA,757.0,6.1,0.426,0.0,0.176,3.5,8.0,5.6,7.5,1.5,1.2,17.0,22.4,-1.6,0.2,-1.4,-0.091,-5.3,-2.0,-7.3,-1.0
1981.0,NBA,Dudley Bradley,bradldu01,23.0,IND,SG,82.0,24.0,1867.0,13.7,0.515,0.029,0.318,4.0,7.4,5.6,13.6,4.7,1.1,16.1,16.3,1.0,2.9,3.9,0.1,-1.8,3.4,1.6,1.7
1981.0,NBA,Mike Bratz,bratzmi01,25.0,CLE,PG,80.0,NA,2595.0,11.5,0.458,0.207,0.162,2.7,5.9,4.2,22.4,2.5,0.4,15.6,16.1,0.7,1.4,2.1,0.038,-1.2,0.0,-1.2,0.5
1981.0,NBA,Jim Brewer,breweji01,29.0,LAL,PF,78.0,NA,1107.0,10.6,0.506,0.01,0.203,13.2,14.2,13.8,5.8,1.8,2.8,18.3,9.5,0.7,1.5,2.2,0.097,-1.6,1.1,-0.5,0.4
1981.0,NBA,Ron Brewer,brewero01,25.0,2TM,SG,75.0,NA,1452.0,12.0,0.471,0.011,0.181,2.6,3.8,3.2,14.0,2.0,1.3,11.9,21.1,0.4,1.0,1.4,0.046,-1.4,-0.8,-2.2,-0.1
1981.0,NBA,Ron Brewer,brewero01,25.0,POR,SG,29.0,NA,548.0,9.5,0.416,0.012,0.138,2.6,4.0,3.3,13.1,2.9,0.9,12.7,21.6,-0.6,0.5,-0.1,-0.011,-3.6,-0.2,-3.9,-0.3
1981.0,NBA,Ron Brewer,brewero01,25.0,SAS,SG,46.0,NA,904.0,13.5,0.506,0.01,0.208,2.6,3.7,3.2,14.6,1.4,1.5,11.4,20.8,1.0,0.5,1.5,0.08,0.0,-1.1,-1.1,0.2
1981.0,NBA,Junior Bridgeman,bridgju01,27.0,MIL,SF,77.0,NA,2215.0,17.1,0.534,0.019,0.219,4.0,10.2,7.2,15.1,1.8,0.7,11.0,24.0,3.9,2.8,6.7,0.146,1.3,-0.2,1.1,1.7
1981.0,NBA,Allan Bristow,bristal01,29.0,UTA,SF,82.0,NA,2001.0,14.9,0.511,0.029,0.324,6.0,18.5,12.3,27.0,1.5,0.1,19.7,18.7,1.4,1.3,2.7,0.065,0.3,-0.5,-0.2,0.9
1981.0,NBA,Dave Britton,brittda01,22.0,WSB,PG,2.0,NA,9.0,18.0,0.667,0.0,0.0,0.0,23.5,11.7,49.4,5.2,0.0,40.0,22.3,0.0,0.0,0.0,0.093,-4.4,0.4,-4.0,0.0
1981.0,NBA,Michael Brooks,brookmi01,22.0,SDC,SF,82.0,NA,2479.0,15.8,0.519,0.006,0.314,9.4,11.4,10.4,12.3,1.9,0.7,12.3,21.7,3.2,1.7,4.9,0.095,0.9,-0.9,0.0,1.2
1981.0,NBA,Fred Brown,brownfr01,32.0,SEA,SG,78.0,NA,1986.0,18.3,0.535,0.062,0.201,3.0,6.6,4.8,19.9,2.1,0.4,10.4,25.8,3.5,1.8,5.2,0.127,2.1,-0.1,2.0,2.0
1981.0,NBA,Lewis Brown,brownle02,25.0,WSB,C,2.0,NA,5.0,-18.6,0.192,0.0,1.667,20.9,21.2,21.0,0.0,0.0,0.0,16.1,49.8,-0.1,0.0,-0.1,-0.667,-5.3,-0.4,-5.7,0.0
1981.0,NBA,Rickey Brown,brownri01,22.0,GSW,C,45.0,NA,580.0,10.9,0.531,0.0,0.13,9.8,22.1,15.9,4.8,0.7,1.4,15.3,13.8,0.5,0.4,0.9,0.075,-2.2,-0.6,-2.9,-0.1
1981.0,NBA,Joe Bryant,bryanjo01,26.0,SDC,PF,82.0,NA,2359.0,12.8,0.53,0.019,0.308,6.9,15.2,10.9,11.1,1.5,0.8,16.4,18.6,1.7,1.7,3.4,0.069,-1.1,-0.6,-1.7,0.2
1981.0,NBA,Quinn Buckner,bucknqu01,26.0,MIL,PG,82.0,82.0,2384.0,15.1,0.522,0.006,0.212,4.2,9.5,6.9,21.6,3.8,0.1,18.4,21.1,1.4,4.0,5.4,0.108,-0.9,1.7,0.8,1.7
1981.0,NBA,Tom Burleson,burleto01,28.0,ATL,C,31.0,NA,363.0,8.5,0.436,0.0,0.414,13.7,16.0,14.9,4.6,1.1,3.1,17.0,16.1,-0.2,0.3,0.2,0.021,-4.4,-0.6,-4.9,-0.3
1981.0,NBA,Don Buse,busedo01,30.0,IND,SG,58.0,4.0,1095.0,11.7,0.471,0.202,0.226,1.8,6.7,4.2,16.4,3.2,0.4,10.7,12.9,0.9,1.2,2.0,0.089,-1.2,1.7,0.5,0.7
1981.0,NBA,Marty Byrnes,byrnema01,24.0,DAL,SF,72.0,NA,1360.0,13.6,0.539,0.044,0.348,6.0,8.9,7.4,12.8,1.0,0.7,10.5,17.9,2.1,0.2,2.3,0.081,0.6,-1.2,-0.6,0.5
1981.0,NBA,Mack Calvin,calvima01,33.0,CLE,PG,21.0,NA,128.0,11.0,0.478,0.128,0.897,1.6,9.1,5.2,27.4,1.9,0.0,23.8,22.4,-0.1,0.1,0.0,-0.01,-3.2,-1.0,-4.1,-0.1
1981.0,NBA,Austin Carr,carrau01,32.0,2TM,SG,47.0,NA,657.0,6.2,0.403,0.03,0.231,3.5,6.4,4.9,11.7,1.1,0.2,13.7,18.4,-0.9,0.5,-0.4,-0.029,-4.3,-0.4,-4.7,-0.6
1981.0,NBA,Austin Carr,carrau01,32.0,DAL,SG,8.0,NA,77.0,-1.9,0.269,0.0,0.143,5.7,7.7,6.6,16.3,0.6,0.0,23.2,21.0,-0.4,0.0,-0.4,-0.236,-5.8,-1.5,-7.3,-0.2
1981.0,NBA,Austin Carr,carrau01,32.0,WSB,SG,39.0,NA,580.0,7.2,0.421,0.034,0.243,3.2,6.2,4.7,11.1,1.1,0.2,12.3,18.0,-0.5,0.5,0.0,-0.001,-4.1,-0.2,-4.4,-0.3
1981.0,NBA,Kenny Carr,carrke01,25.0,CLE,PF,81.0,NA,2615.0,17.0,0.56,0.004,0.446,10.5,25.6,17.6,10.2,1.4,0.9,17.4,20.4,3.3,2.6,5.8,0.107,0.4,-0.4,0.0,1.3
1981.0,NBA,M.L. Carr,carrml01,30.0,BOS,SF,41.0,7.0,655.0,11.6,0.505,0.065,0.31,4.7,9.5,7.2,11.3,2.2,1.5,16.1,18.2,0.2,0.9,1.1,0.082,-1.6,1.2,-0.4,0.3
1981.0,NBA,Joe Barry Carroll,carrojo01,22.0,GSW,C,82.0,NA,2919.0,16.4,0.534,0.002,0.351,10.3,18.7,14.4,5.8,0.8,2.3,14.4,23.0,3.7,2.0,5.7,0.094,0.0,-1.3,-1.3,0.5
1981.0,NBA,Butch Carter,cartebu01,22.0,LAL,SF,54.0,NA,672.0,10.7,0.521,0.04,0.385,5.8,4.7,5.2,9.9,1.6,0.1,14.8,20.2,0.5,0.5,0.9,0.067,-2.8,-1.3,-4.1,-0.4
1981.0,NBA,Reggie Carter,cartere01,23.0,NYK,SG,60.0,NA,536.0,8.8,0.404,0.017,0.385,6.2,8.6,7.4,18.3,2.0,0.2,15.4,18.7,-0.4,0.5,0.1,0.01,-3.3,-0.3,-3.7,-0.2
1981.0,NBA,Bill Cartwright,cartwbi01,23.0,NYK,C,82.0,NA,2925.0,18.4,0.611,0.001,0.463,6.1,18.3,12.0,5.6,0.8,1.6,12.9,21.5,6.9,3.1,10.0,0.164,1.6,-0.5,1.1,2.3
1981.0,NBA,Harvey Catchings,catchha01,29.0,MIL,PF,77.0,NA,1635.0,10.4,0.48,0.0,0.307,10.7,21.0,16.0,7.0,0.9,6.3,23.6,10.7,0.0,3.2,3.1,0.092,-3.0,2.9,-0.1,0.8
1981.0,NBA,Maurice Cheeks,cheekma01,24.0,PHI,PG,81.0,81.0,2415.0,16.4,0.579,0.014,0.306,3.3,7.5,5.5,29.5,3.7,0.9,20.9,13.9,4.0,4.5,8.5,0.169,0.9,3.1,4.0,3.7
1981.0,NBA,Phil Chenier,cheniph01,30.0,GSW,SG,9.0,NA,82.0,5.6,0.407,0.091,0.182,1.3,9.6,5.4,11.1,0.0,0.0,10.1,19.2,0.0,0.0,0.0,-0.016,-4.1,-1.1,-5.2,-0.1
1981.0,NBA,Jim Chones,choneji01,31.0,LAL,PF,82.0,NA,2562.0,11.8,0.528,0.005,0.257,8.1,19.1,13.9,7.4,0.7,2.0,16.0,15.6,1.5,3.2,4.7,0.088,-2.0,-0.1,-2.1,-0.1
